customer_id,age,gender,region,city_population,family_status,children,education,employment_type,monthly_income,owns_car,owns_house,years_with_bank,number_of_bank_products,average_monthly_balance,has_credit,loan_amount,credit_score,number_of_card_transactions_month,online_payments_share,mobile_app_usage,smartphone_brand,smartphone_price,smartphone_age_months,marketing_contacts_last_year,previous_campaign_response,previous_insurance,insurance_claims,accepted
C103604,45,F,Санкт-Петербург,5602887,married,0,bachelor,employed,130156,1,1,16.5,3,280385.89,0,,769.4,29,0.532,11.7,Xiaomi,53763,11,1,1,1,0.0,1
C103605,29,F,Санкт-Петербург,5757696,single,0,secondary,employed,31653,0,0,2.7,1,15389.0,1,167073.15,556.7,17,0.866,4.0,Huawei,9474,48,2,1,1,0.0,0
C103606,35,M,Санкт-Петербург,5847530,married,1,bachelor,employed,95115,1,1,4.6,4,23540.91,1,723813.41,716.1,40,0.963,6.4,Apple,62033,44,3,0,1,1.0,1
C103607,61,M,Казань,1355508,divorced,1,bachelor,self_employed,79574,0,0,5.1,2,61749.07,0,,603.9,26,0.701,,Apple,94249,22,6,0,1,0.0,1
C103608,35,F,Ростов-на-Дону,1122898,single,1,master,employed,103528,1,0,9.0,2,53253.9,1,1952139.84,582.8,41,0.917,6.3,Apple,71803,6,2,1,1,0.0,1
C103609,27,M,Омск,1155525,married,0,secondary,employed,60000,0,0,5.1,2,85546.37,1,357998.59,611.6,30,0.978,7.5,Apple,70461,11,1,1,1,0.0,1
C103610,35,M,Самара,1166431,married,3,bachelor,employed,172162,1,1,17.0,3,271894.63,1,1632946.46,759.4,45,0.843,7.4,Samsung,47150,9,3,0,1,0.0,1
C103611,49,M,Казань,1330239,married,4,bachelor,employed,106992,1,1,1.0,3,121032.98,1,519853.79,643.4,40,0.869,2.4,Samsung,72561,18,2,1,1,2.0,1
C103612,31,M,Санкт-Петербург,5499245,single,0,bachelor,employed,95391,1,1,13.0,1,55061.71,1,1602627.09,602.7,40,0.905,8.4,Xiaomi,37205,10,2,0,1,0.0,0
C103613,58,F,Самара,1212556,married,1,secondary,employed,45047,1,0,7.3,2,41266.78,0,,579.2,9,0.438,1.6,Xiaomi,20937,13,1,0,0,,0
C103614,28,F,Москва,13043130,single,0,bachelor,employed,38703,0,0,8.7,2,13935.75,1,724858.95,598.0,20,0.948,2.8,Samsung,27057,29,1,0,0,,0
C103615,33,F,Нижний Новгород,1275909,single,0,bachelor,employed,79059,1,1,4.7,1,43157.46,1,525041.06,781.7,32,0.949,3.0,Xiaomi,13770,43,3,0,1,1.0,0
C103616,35,M,Ростов-на-Дону,1152397,single,0,master,employed,170679,0,1,17.0,4,114711.21,1,3100582.44,729.2,42,0.808,9.5,Apple,135438,27,5,1,1,0.0,1
C103617,29,F,Краснодар,1045322,single,0,secondary,employed,53496,0,0,5.1,1,31622.6,0,,537.7,22,0.619,0.8,Xiaomi,21621,13,1,0,0,,0
C103618,58,M,Екатеринбург,1412641,single,1,bachelor,self_employed,37198,1,1,7.9,3,48552.66,0,,509.6,13,0.567,3.6,Huawei,27166,6,2,0,0,,0
C103619,57,F,Самара,1204269,married,5,master,employed,114479,1,0,2.8,6,153767.92,1,345218.67,716.6,21,0.682,4.3,Huawei,36241,11,11,1,1,1.0,1
C103620,29,M,Омск,1097809,single,0,bachelor,employed,58058,0,0,11.0,2,20482.62,1,1125498.86,583.2,23,0.554,5.9,Samsung,40825,13,0,0,1,0.0,0
C103621,22,F,Челябинск,1145532,single,0,bachelor,employed,85056,1,1,2.4,3,48871.06,1,1774124.04,685.4,19,0.702,3.5,Apple,59465,48,4,0,0,,0
C103622,42,M,Новосибирск,1637162,married,5,bachelor,employed,104275,1,1,11.2,5,203001.58,1,666003.76,743.2,43,0.911,7.7,Xiaomi,41819,5,6,1,0,,1
C103623,32,M,Ростов-на-Дону,1146200,single,0,bachelor,employed,74758,0,1,10.9,2,76377.8,1,975811.01,769.6,27,0.94,1.7,Samsung,51377,12,2,0,1,0.0,1
C103624,69,F,Казань,1331831,married,4,secondary,employed,36369,0,0,7.0,4,12611.82,1,433962.25,,5,0.397,0.5,Huawei,17689,25,2,0,0,,0
C103625,53,F,Ростов-на-Дону,1162035,married,5,bachelor,employed,45019,0,1,3.2,3,89864.16,1,657812.18,525.1,20,0.69,6.4,Huawei,29169,8,1,0,0,,0
C103626,50,F,Краснодар,1088604,married,1,secondary,self_employed,29225,0,0,13.0,2,13307.13,1,957886.66,467.9,6,0.524,1.0,Other,4941,43,1,1,0,,0
C103627,28,M,Омск,1131376,single,0,secondary,employed,115243,1,0,5.8,2,130791.13,1,1046788.04,725.6,37,0.976,11.9,Apple,81382,15,1,1,0,,1
C103628,59,M,Краснодар,1110768,married,1,master,self_employed,105482,1,1,5.5,2,194825.13,1,478804.05,653.3,35,0.679,7.0,Samsung,62554,18,6,1,0,,1
C103629,38,F,Новосибирск,1589290,single,0,master,employed,113870,0,1,10.7,1,253231.82,1,6740167.39,608.5,25,0.851,5.5,Other,18517,17,4,0,1,0.0,0
C103630,26,M,Краснодар,1044864,single,0,bachelor,self_employed,52929,0,1,7.6,1,22610.91,1,804349.24,478.9,27,0.864,14.6,Apple,60654,20,3,0,0,,0
C103631,30,M,Санкт-Петербург,5742937,single,0,master,employed,193841,0,0,3.1,2,787344.51,1,1206971.72,777.5,32,0.908,0.7,Apple,149412,3,1,0,0,,1
C103632,66,M,Санкт-Петербург,5321049,divorced,2,bachelor,employed,80183,0,1,11.7,3,142134.72,1,1744881.88,661.5,30,0.685,1.1,Huawei,50200,8,4,1,1,0.0,1
C103633,39,F,Нижний Новгород,1198959,married,0,bachelor,employed,75582,0,1,1.5,4,42327.72,1,935643.82,607.0,24,0.684,2.4,Apple,90945,23,1,1,0,,0
C103634,35,F,Казань,1340003,married,1,master,employed,95027,0,0,3.8,3,552883.98,0,,523.3,25,0.843,9.2,Apple,75007,28,1,0,1,0.0,1
C103635,40,M,Москва,12411164,single,1,bachelor,employed,147359,0,1,1.7,2,568370.04,1,1204918.72,664.7,36,0.851,1.6,Xiaomi,28028,13,2,1,1,2.0,1
C103636,48,M,Новосибирск,1562354,married,3,bachelor,employed,49708,0,0,5.3,3,27417.97,1,978759.14,629.8,6,0.341,1.2,Huawei,19038,8,5,0,0,,0
C103637,41,M,Екатеринбург,1501923,married,1,secondary,employed,122472,1,1,3.0,1,215423.07,1,882683.75,642.2,36,0.918,5.4,Xiaomi,36390,1,2,0,1,1.0,1
C103638,32,F,Самара,1125135,single,0,bachelor,employed,34445,0,0,5.2,3,109429.89,0,,581.6,18,0.696,7.4,Xiaomi,13305,40,1,0,0,,0
C103639,32,F,Омск,1139311,single,0,bachelor,employed,32634,0,0,0.1,1,19624.32,1,578486.39,539.3,11,0.706,3.6,Xiaomi,21752,14,0,1,0,,0
C103640,42,M,Ростов-на-Дону,1148678,married,3,master,employed,118544,1,1,6.0,6,444914.47,0,,581.0,42,0.763,6.1,Google,58090,10,4,0,1,1.0,1
C103641,49,F,Москва,12388194,single,2,secondary,employed,222314,0,1,17.3,3,372944.63,1,2675459.71,807.6,45,0.951,4.8,Apple,129804,8,1,0,1,0.0,1
C103642,29,F,Санкт-Петербург,5476446,single,0,bachelor,employed,79176,1,0,2.2,3,55495.98,0,,,25,0.882,4.2,Huawei,23626,21,4,0,1,0.0,0
C103643,39,M,Москва,13283477,single,0,master,employed,191020,1,1,6.3,2,437839.07,0,,782.2,45,0.871,3.4,Apple,145826,4,4,1,0,,1
C103644,34,F,Самара,1179982,single,1,master,employed,88296,0,1,14.7,1,163520.59,1,439805.37,716.4,28,0.961,,Xiaomi,30480,12,2,0,0,,0
C103645,38,F,Краснодар,1146619,single,0,bachelor,employed,56867,0,1,12.4,2,72372.19,0,,613.5,21,0.771,1.3,Xiaomi,19139,18,1,0,1,2.0,0
C103646,27,F,Москва,13192060,single,0,master,employed,121392,1,0,2.8,3,104324.17,1,558471.48,639.8,33,0.956,6.1,Xiaomi,38312,9,3,1,0,,1
C103647,46,M,Нижний Новгород,1155460,single,0,bachelor,employed,156428,0,1,5.5,4,893663.19,1,1434556.07,800.7,28,0.549,6.2,Samsung,89364,7,5,0,1,1.0,1
C103648,25,M,Москва,12347348,single,0,bachelor,employed,113836,1,0,6.5,1,53764.6,0,,652.4,34,0.84,2.9,Apple,92807,30,4,0,0,,0
C103649,32,F,Нижний Новгород,1180006,single,0,bachelor,employed,87920,1,0,12.6,2,39675.62,0,,544.6,30,0.957,6.0,Huawei,28716,19,1,0,0,,0
C103650,43,M,Москва,12138606,married,1,bachelor,employed,119980,1,0,9.8,2,224194.33,0,,693.6,37,0.823,3.6,Samsung,57050,32,1,1,1,0.0,1
C103651,34,F,Челябинск,1239677,single,0,secondary,employed,93003,1,1,6.3,4,197549.64,0,,654.4,23,0.81,8.0,Apple,83439,21,1,0,0,,1
C103652,40,M,Москва,13183540,married,2,bachelor,self_employed,154692,1,1,22.0,4,659975.42,0,,667.4,22,0.732,6.0,Samsung,55975,17,6,0,0,,0
C103653,36,M,Екатеринбург,1476843,divorced,2,bachelor,employed,31595,0,1,6.9,1,5996.66,0,,585.1,9,0.674,2.7,Xiaomi,17105,27,3,0,0,,0
C103654,46,M,Самара,1154317,married,0,secondary,unemployed,12443,0,0,4.7,1,2974.78,0,,431.2,2,0.401,0.1,Xiaomi,9884,16,0,0,0,,0
C103655,23,M,Москва,12704094,single,0,secondary,self_employed,32342,0,0,5.0,2,24400.48,0,,573.1,24,0.934,6.4,Xiaomi,11774,19,0,0,1,0.0,0
C103656,29,F,Уфа,1142183,single,0,bachelor,self_employed,80263,1,0,3.0,2,65918.15,0,,,20,0.472,3.7,Xiaomi,23847,5,4,1,0,,0
C103657,35,F,Нижний Новгород,1241028,single,0,bachelor,employed,67666,1,0,4.1,1,35830.28,0,,624.6,20,0.775,2.8,Other,17922,7,3,0,0,,0
C103658,31,F,Новосибирск,1697855,single,0,secondary,employed,41149,0,0,11.0,4,20969.61,0,,601.3,16,0.696,7.7,Other,6803,35,2,0,1,1.0,0
C103659,43,F,Челябинск,1247259,married,1,bachelor,employed,38755,1,0,9.0,1,17306.03,1,236843.33,536.0,2,0.328,4.3,Huawei,23993,6,1,0,1,0.0,0
C103660,31,F,Санкт-Петербург,5569303,single,0,secondary,employed,76320,1,0,10.2,1,75889.11,1,3098045.81,555.7,28,0.7,0.6,Huawei,40275,21,1,1,1,0.0,0
C103661,54,F,Нижний Новгород,1242566,single,1,bachelor,self_employed,52840,0,0,4.9,1,105402.8,0,,655.2,8,0.358,0.7,Samsung,48835,10,1,0,0,,0
C103662,36,M,Новосибирск,1537877,married,0,bachelor,employed,75517,0,0,5.8,3,107521.68,1,1429312.06,687.9,31,0.886,6.8,Xiaomi,33598,4,1,0,0,,0
C103663,61,F,Москва,11910705,married,1,master,self_employed,210628,1,1,5.5,2,334766.13,1,1076717.01,776.5,31,0.474,3.3,Apple,98726,16,1,0,1,0.0,1
C103664,30,F,Казань,1258353,single,0,master,employed,142731,0,1,7.0,2,411815.03,1,1292194.21,539.7,41,0.779,12.9,Samsung,45739,15,5,0,1,0.0,1
C103665,54,M,Уфа,1218822,married,1,bachelor,employed,96956,1,1,10.6,6,218883.41,1,262064.62,702.1,27,0.44,3.0,Other,14841,19,2,0,1,0.0,0
C103666,52,F,Москва,12776620,married,3,master,self_employed,133450,1,1,10.2,2,262390.9,1,569931.65,768.2,28,0.694,0.4,Samsung,42550,4,4,0,1,0.0,0
C103667,34,M,Москва,11801412,single,0,secondary,employed,113320,1,0,7.8,6,151433.81,0,,672.6,40,0.894,4.4,Xiaomi,27536,13,5,0,1,2.0,1
C103668,40,F,Краснодар,1121986,single,0,bachelor,employed,223398,1,1,2.1,4,665109.09,1,702846.63,743.0,46,0.945,5.0,Samsung,71713,6,7,0,0,,1
C103669,24,F,Краснодар,1067475,single,1,bachelor,employed,162896,1,0,4.4,4,822501.26,0,,762.3,37,0.883,2.7,Samsung,61878,33,7,1,1,0.0,1
C103670,55,F,Ростов-на-Дону,1117279,married,2,bachelor,employed,38154,0,0,2.6,1,16376.68,0,,620.9,10,0.463,1.8,Xiaomi,21169,18,1,0,0,,0
C103671,63,M,Самара,1146326,married,0,secondary,employed,84048,0,0,7.1,2,89617.19,0,,589.9,21,0.31,2.0,Google,31372,42,0,0,0,,0
C103672,34,F,Нижний Новгород,1244295,married,3,secondary,employed,28274,0,0,1.6,1,72485.11,1,236752.78,489.0,5,0.618,2.8,Apple,72792,4,2,1,0,,0
C103673,50,M,Москва,12381277,married,3,secondary,employed,112928,1,1,13.3,3,136333.17,1,1986199.3,654.5,29,0.729,4.9,Other,15932,14,4,1,1,0.0,0
C103674,54,F,Санкт-Петербург,5343602,single,0,master,employed,129897,0,1,14.7,4,424092.72,1,696169.8,774.5,24,0.527,,Huawei,47401,6,2,0,0,,0
C103675,25,M,Москва,13280091,single,0,bachelor,employed,35020,0,0,7.0,3,19323.87,0,,574.3,21,0.958,7.4,Other,12438,3,6,1,0,,0
C103676,39,M,Санкт-Петербург,5281185,married,1,bachelor,employed,154746,1,1,10.8,7,224605.06,1,1756581.96,814.8,39,0.889,19.7,Apple,66893,13,1,0,0,,1
C103677,22,F,Санкт-Петербург,5556450,single,0,bachelor,employed,47124,0,0,1.6,2,60954.09,0,,,21,0.917,6.7,Huawei,12058,28,1,1,0,,0
C103678,49,F,Уфа,1158742,married,3,bachelor,employed,45812,0,1,4.4,1,50053.96,1,561267.66,649.1,9,0.492,5.7,Other,12437,3,0,0,0,,0
C103679,25,F,Казань,1335436,single,0,secondary,employed,34666,0,0,2.2,1,25219.54,0,,,13,0.799,2.3,Xiaomi,16656,36,2,0,0,,0
C103680,24,F,Самара,1150481,single,0,bachelor,employed,70810,0,0,5.0,2,48936.6,0,,636.3,33,0.941,0.5,Samsung,98678,8,2,0,0,,1
C103681,29,F,Москва,12493368,married,3,bachelor,employed,135245,0,1,10.1,3,416204.25,1,3695236.17,642.3,40,0.878,4.2,Huawei,28965,24,4,1,1,0.0,1
C103682,32,F,Нижний Новгород,1286288,married,1,master,employed,133832,1,1,3.9,2,176628.89,1,7896660.25,663.2,31,0.756,4.5,Apple,51591,34,4,1,1,0.0,1
C103683,38,F,Уфа,1120070,single,0,master,employed,75357,0,1,8.1,2,89085.37,0,,,32,0.683,2.9,Xiaomi,15707,31,3,0,0,,0
C103684,26,M,Омск,1133129,single,0,bachelor,employed,28266,0,0,5.2,2,8479.37,0,,621.2,23,0.927,6.0,Xiaomi,18761,6,0,1,0,,0
C103685,55,F,Новосибирск,1616891,married,0,bachelor,employed,23828,0,0,19.1,1,11478.17,0,,615.8,3,0.467,2.3,Huawei,18071,15,1,0,0,,0
C103686,35,M,Ростов-на-Дону,1175011,single,0,secondary,employed,38940,0,0,5.7,3,21362.7,1,401340.24,614.5,7,0.668,0.7,Other,5251,48,1,0,0,,0
C103687,38,F,Нижний Новгород,1187071,married,0,secondary,employed,61187,1,1,9.6,1,21966.5,1,1003527.57,574.8,24,0.76,5.7,Apple,35423,36,3,0,1,0.0,0
C103688,43,M,Самара,1151618,married,2,bachelor,unemployed,14393,0,0,3.9,2,18664.12,0,,511.4,2,0.417,1.4,Xiaomi,12643,38,1,0,0,,0
C103689,29,M,Москва,12831133,single,0,master,employed,182629,0,1,6.6,4,206199.46,1,7300032.27,665.1,36,0.968,3.3,Apple,122969,9,2,0,0,,1
C103690,35,F,Казань,1254176,single,1,bachelor,employed,73443,0,0,7.0,3,83967.31,1,784197.16,645.6,28,0.918,2.3,Other,10819,22,2,1,0,,0
C103691,60,M,Челябинск,1247590,married,2,secondary,employed,49434,0,0,4.3,1,79156.11,1,163207.81,522.3,8,0.266,1.1,Other,7276,11,2,0,1,0.0,0
C103692,33,M,Омск,1072716,single,0,bachelor,employed,72816,1,0,13.1,2,79092.08,0,,631.7,35,0.749,7.9,Xiaomi,30949,12,1,0,1,1.0,0
C103693,30,M,Омск,1163766,single,0,bachelor,employed,32167,0,0,3.5,1,24342.12,0,,495.7,11,0.767,4.0,Xiaomi,17637,13,1,0,0,,0
C103694,57,M,Санкт-Петербург,5544861,married,2,bachelor,employed,67235,0,0,6.0,1,62359.39,0,,600.3,18,0.712,3.8,Samsung,28387,19,4,0,0,,0
C103695,24,F,Нижний Новгород,1223291,single,0,bachelor,employed,55529,0,0,3.0,1,43337.68,0,,,27,0.849,3.4,Xiaomi,18201,42,2,0,0,,0
C103696,54,M,Уфа,1158174,married,4,bachelor,employed,31775,0,0,1.5,1,33197.62,0,,565.1,4,0.486,0.8,Xiaomi,14548,9,1,0,0,,0
C103697,70,M,Нижний Новгород,1295065,married,2,bachelor,employed,23310,0,1,10.2,1,12872.48,0,,517.4,2,0.119,0.4,Xiaomi,12438,30,0,0,0,,0
C103698,28,F,Санкт-Петербург,5308791,single,0,bachelor,employed,136438,0,1,10.0,3,136936.53,0,,684.9,36,0.667,5.2,Apple,69648,22,1,0,1,1.0,1
C103699,69,F,Челябинск,1233207,married,2,bachelor,employed,36278,0,0,2.7,2,39725.92,1,925493.84,623.9,3,0.221,1.3,Other,9072,14,4,0,0,,0
C103700,46,F,Казань,1248307,married,2,secondary,employed,94280,1,1,4.3,3,38968.86,0,,691.5,27,0.803,2.0,Huawei,51831,8,1,0,0,,0
C103701,27,F,Самара,1099545,single,0,bachelor,employed,26532,0,0,8.1,1,9607.94,0,,578.2,13,0.597,9.7,Xiaomi,17427,18,0,0,1,0.0,0
C103702,48,F,Ростов-на-Дону,1091010,married,1,master,self_employed,84761,0,0,3.9,2,122258.93,1,452995.49,666.0,20,0.553,5.2,Xiaomi,28245,7,4,0,0,,0
C103703,30,F,Самара,1226749,single,2,bachelor,self_employed,48141,0,0,9.2,2,51066.63,1,2129863.35,569.5,19,0.619,3.9,Samsung,26416,37,2,0,0,,0
C103704,64,M,Омск,1110439,married,5,bachelor,employed,70506,1,1,0.8,2,111154.7,1,1328189.09,585.6,16,0.112,0.4,Xiaomi,18419,30,3,0,1,1.0,0
C103705,47,F,Нижний Новгород,1162795,married,2,secondary,employed,92485,1,0,14.5,4,48140.11,1,2267418.06,712.4,20,0.692,6.1,Huawei,41447,5,2,1,1,0.0,1
C103706,25,F,Санкт-Петербург,5572909,single,0,bachelor,self_employed,109227,0,1,7.0,1,74168.64,0,,678.5,41,0.955,3.3,Apple,59094,15,1,1,0,,1
C103707,18,F,Краснодар,1143959,single,0,master,employed,45108,0,0,0.0,2,20258.75,0,,,32,0.902,13.4,Xiaomi,7665,30,0,0,0,,0
C103708,52,M,Омск,1126813,married,2,master,employed,88699,1,1,2.7,3,106318.73,1,921325.52,642.5,49,0.745,7.5,Xiaomi,19259,31,4,0,1,0.0,0
C103709,36,F,Екатеринбург,1528854,married,0,secondary,employed,59651,0,1,5.0,1,37812.62,1,427544.05,530.3,21,0.654,2.0,Xiaomi,9188,48,0,0,0,,0
C103710,45,F,Челябинск,1152835,married,1,secondary,employed,68389,1,0,10.4,3,21279.34,1,3336418.37,601.4,24,0.699,0.9,Other,9655,5,6,0,0,,0
C103711,64,F,Краснодар,1047865,married,0,secondary,employed,38485,0,0,2.4,2,96272.63,0,,432.1,7,0.389,2.3,Huawei,12771,40,0,0,0,,0
C103712,28,F,Москва,12824657,single,0,bachelor,employed,99523,1,1,5.0,2,611500.12,1,407669.08,711.2,38,0.873,8.8,Google,90890,10,4,1,0,,1
C103713,34,M,Уфа,1152314,single,0,master,employed,98662,0,0,4.8,1,43448.9,1,547909.09,716.3,28,0.789,1.1,Xiaomi,24639,48,2,0,1,1.0,0
C103714,28,M,Нижний Новгород,1190862,single,1,bachelor,employed,45053,0,0,6.3,4,14936.33,0,,717.0,16,0.624,1.8,Huawei,23347,22,6,0,1,1.0,0
C103715,20,F,Самара,1136589,single,0,master,employed,55339,0,0,2.0,2,29792.76,0,,607.8,31,0.91,6.1,Xiaomi,36578,9,1,0,0,,0
C103716,36,M,Новосибирск,1658859,single,0,secondary,employed,33207,0,1,10.6,2,35239.55,1,438697.37,559.9,11,0.619,9.3,Samsung,31936,38,3,0,0,,0
C103717,37,M,Ростов-на-Дону,1157933,single,1,bachelor,employed,79341,0,1,6.8,3,33642.62,1,223398.8,684.7,27,0.673,0.7,Samsung,54122,16,2,0,1,0.0,1
C103718,62,F,Москва,13182911,married,4,secondary,employed,133189,1,1,6.0,1,104125.38,0,,692.5,39,0.694,2.0,Huawei,50687,10,1,1,0,,0
C103719,48,M,Уфа,1144773,married,4,secondary,employed,45786,0,0,13.8,2,113144.34,1,837963.61,527.8,13,0.454,0.9,Xiaomi,16855,47,0,0,1,1.0,0
C103720,27,F,Омск,1102912,married,1,master,employed,105837,1,1,9.0,2,94859.06,0,,731.7,39,0.938,8.8,Google,66035,12,4,1,1,1.0,1
C103721,49,F,Новосибирск,1556039,single,0,bachelor,employed,66836,1,0,2.7,1,17952.45,1,745271.91,582.4,21,0.659,2.0,Other,8665,5,1,0,0,,0
C103722,26,F,Санкт-Петербург,5401305,single,0,bachelor,employed,119811,0,0,8.0,3,381680.35,0,,629.8,47,0.658,8.1,Xiaomi,23923,17,2,0,0,,0
C103723,34,F,Нижний Новгород,1277068,married,1,bachelor,employed,135090,0,1,9.4,4,232524.28,1,3156424.08,767.1,34,0.837,9.3,Huawei,40503,16,2,1,1,0.0,1
C103724,34,F,Казань,1368099,married,1,bachelor,self_employed,225818,1,1,15.2,2,659374.91,0,,728.8,52,0.882,4.0,Xiaomi,43350,12,2,1,1,1.0,1
C103725,22,F,Санкт-Петербург,5049824,single,0,master,employed,182272,1,1,4.0,4,128731.7,0,,741.7,45,0.996,11.3,Apple,95597,14,1,1,1,1.0,1
C103726,35,M,Екатеринбург,1440694,married,2,secondary,employed,40319,0,0,7.4,1,43967.76,0,,516.9,15,0.759,1.7,Xiaomi,16223,15,1,0,0,,0
C103727,44,F,Екатеринбург,1500350,married,3,bachelor,employed,60207,0,1,5.4,2,113540.53,1,296121.11,635.8,13,0.469,2.4,Apple,73815,7,1,0,0,,0
C103728,28,M,Санкт-Петербург,5064646,single,0,master,employed,100529,1,0,10.0,4,249789.16,0,,692.6,36,0.747,8.2,Xiaomi,21307,22,3,0,0,,0
C103729,31,M,Москва,12873643,single,0,master,employed,214300,1,1,8.5,7,303852.58,0,,680.4,39,0.931,5.1,Samsung,48224,22,5,0,0,,1
C103730,58,F,Краснодар,1064065,married,5,master,employed,40008,0,0,5.2,3,43360.93,1,131664.51,595.7,8,0.37,,Samsung,36444,23,1,0,0,,0
C103731,40,M,Самара,1125563,single,0,bachelor,self_employed,103889,1,0,1.2,2,232208.61,0,,631.7,48,0.761,3.5,Apple,62468,27,2,1,1,2.0,1
C103732,63,M,Нижний Новгород,1260871,married,1,bachelor,employed,53471,1,0,7.4,1,39453.23,1,499938.46,687.3,11,0.364,2.0,Samsung,40743,27,0,0,0,,0
C103733,49,M,Новосибирск,1737208,divorced,2,bachelor,employed,97060,1,0,13.7,3,65782.42,1,2672281.02,633.2,32,0.721,9.8,Apple,76570,13,2,1,1,0.0,1
C103734,41,M,Казань,1284741,single,1,secondary,employed,46418,0,0,7.1,2,91396.49,0,,531.7,18,0.619,1.5,Huawei,23243,24,3,0,0,,0
C103735,55,F,Новосибирск,1708359,married,3,bachelor,employed,33756,0,0,0.3,2,14883.06,1,425763.03,513.7,7,0.298,0.2,Xiaomi,28570,4,4,1,1,0.0,0
C103736,23,F,Уфа,1142321,married,1,bachelor,employed,117967,1,0,4.7,2,110171.13,0,,726.1,46,0.945,2.7,Apple,81362,7,2,1,0,,1
C103737,28,M,Москва,12205310,single,0,bachelor,self_employed,113372,0,0,9.7,2,55659.94,0,,543.1,45,0.992,4.4,Apple,60679,31,7,1,0,,1
C103738,35,F,Москва,13082117,single,0,master,employed,136200,0,0,6.1,4,215777.41,0,,653.8,45,0.963,11.6,Apple,74017,39,2,0,1,0.0,1
C103739,38,F,Москва,12760921,single,1,secondary,employed,177517,1,1,4.7,2,268152.53,1,3474495.12,617.5,38,0.904,3.9,Apple,140822,12,4,1,1,0.0,1
C103740,26,F,Москва,13201920,single,1,bachelor,employed,112068,0,0,1.9,1,151595.87,1,818480.99,630.1,45,0.982,3.9,Apple,108659,8,4,0,0,,1
C103741,33,F,Казань,1221652,married,0,bachelor,employed,72905,0,0,5.2,1,84333.45,0,,661.9,36,0.962,3.2,Xiaomi,26439,11,0,0,1,1.0,0
C103742,43,F,Уфа,1201636,single,0,bachelor,employed,78223,0,0,8.1,2,92214.83,1,1628431.31,543.0,29,0.841,4.4,Apple,80916,3,1,0,0,,0
C103743,51,M,Самара,1155794,single,0,secondary,employed,29905,1,0,4.2,2,17047.21,0,,597.6,2,0.347,2.0,Other,4050,36,0,0,0,,0
C103744,20,M,Новосибирск,1598164,single,0,bachelor,unemployed,14080,0,0,2.0,1,2748.43,0,,,4,0.87,4.7,Xiaomi,9246,45,1,0,0,,0
C103745,52,M,Москва,12849745,married,3,bachelor,employed,104052,0,0,17.0,4,173181.19,0,,,36,0.739,3.6,Samsung,73624,13,2,1,1,0.0,1
C103746,69,F,Москва,12555669,married,2,phd,employed,62130,0,0,2.5,3,53083.09,0,,,19,0.419,5.9,Xiaomi,35272,10,5,0,1,1.0,0
C103747,23,M,Омск,1103505,single,0,bachelor,employed,57158,1,0,4.7,3,32713.22,0,,649.0,23,0.679,2.6,Other,10749,41,3,1,0,,0
C103748,21,F,Москва,12210127,single,0,secondary,employed,55277,0,0,3.0,1,45674.93,0,,,36,0.926,11.7,Xiaomi,21945,22,1,0,0,,0
C103749,46,M,Казань,1281771,married,2,secondary,employed,47574,0,0,10.5,2,57025.43,1,206709.62,509.9,21,0.54,6.2,Xiaomi,21844,18,2,0,0,,0
C103750,40,M,Нижний Новгород,1229966,married,2,bachelor,employed,35187,1,0,7.2,2,11913.45,0,,534.5,13,0.688,5.3,Other,9823,21,1,0,0,,0
C103751,28,M,Москва,12185420,single,0,secondary,employed,50933,0,0,4.5,1,76980.46,1,1502258.77,601.4,26,0.852,4.4,Other,8870,25,1,1,0,,0
C103752,41,F,Челябинск,1198156,single,0,bachelor,employed,79413,0,1,10.4,1,74707.23,1,613279.31,576.4,20,0.302,4.2,Samsung,34332,6,2,0,1,2.0,0
C103753,26,M,Краснодар,1111142,married,0,bachelor,employed,34794,0,0,6.2,2,13338.01,1,407048.39,582.7,22,0.856,9.2,Other,8414,21,0,0,0,,0
C103754,46,M,Москва,13117795,married,2,secondary,employed,147019,0,1,4.7,2,218967.42,1,1117692.62,703.5,39,0.635,9.3,Apple,69656,8,1,0,0,,0
C103755,31,M,Уфа,1200383,married,2,master,employed,63353,0,0,11.3,1,69997.96,1,168873.92,686.5,29,0.9,11.5,Xiaomi,31026,5,3,1,1,0.0,1
C103756,28,M,Екатеринбург,1490540,single,0,bachelor,employed,139513,1,1,9.0,5,129258.42,1,1439762.43,673.7,43,0.973,10.8,Other,25132,15,5,0,1,0.0,1
C103757,26,M,Омск,1181242,single,0,secondary,unemployed,20147,0,0,4.4,1,13775.43,0,,460.5,6,0.787,0.5,Samsung,14581,48,2,0,0,,0
C103758,18,M,Челябинск,1211820,single,0,bachelor,self_employed,88963,0,0,0.0,1,119139.34,1,1883368.95,572.0,39,0.873,7.6,Samsung,32499,22,0,1,0,,0
C103759,57,M,Краснодар,1095094,married,3,bachelor,employed,56850,1,0,8.7,2,18937.89,0,,553.2,10,0.24,0.2,Samsung,27820,35,2,0,0,,0
C103760,54,M,Санкт-Петербург,5728933,married,0,secondary,employed,86790,0,1,8.6,3,32978.63,0,,665.5,28,0.624,2.2,Samsung,57745,15,4,0,1,0.0,0
C103761,70,M,Краснодар,1135245,married,1,bachelor,employed,57609,0,0,8.4,4,74329.52,1,644549.36,655.8,17,0.437,2.5,Huawei,30768,1,5,0,1,0.0,0
